"","trackid","segmentid","pointid","lat","lon","ele","time","lat.p1","lon.p1","dist","time.p1","timestep","speed.m.per.sec","speed.km.per.h"
"1",0,0,0,-2.901691667,-79.009096667,NA,2015-10-21 13:23:46,-2.9012,-79.009316667,26.6234039557641,2015-10-21 13:23:47,1,26.6234039557641,95.8442542407508
"2",0,0,1,-2.9012,-79.009316667,NA,2015-10-21 13:23:47,-2.901135,-79.0093,2.6191255742297,2015-10-21 13:23:48,1,2.6191255742297,9.42885206722694
"3",0,0,2,-2.901135,-79.0093,NA,2015-10-21 13:23:48,-2.901026667,-79.009353333,6.01944427789042,2015-10-21 13:23:49,1,6.01944427789042,21.6699994004055
"4",0,0,3,-2.901026667,-79.009353333,NA,2015-10-21 13:23:49,-2.900925,-79.009415,8.08745980386126,2015-10-21 13:23:50,1,8.08745980386126,29.1148552939005
"5",0,0,4,-2.900925,-79.009415,NA,2015-10-21 13:23:50,-2.900846667,-79.009455,4.7505276274203,2015-10-21 13:23:51,1,4.7505276274203,17.1018994587131
"6",0,0,5,-2.900846667,-79.009455,NA,2015-10-21 13:23:51,-2.900785,-79.009506667,5.71938954929729,2015-10-21 13:23:52,1,5.71938954929729,20.5898023774702
"7",0,0,6,-2.900785,-79.009506667,NA,2015-10-21 13:23:52,-2.900785,-79.009506667,0,2015-10-21 13:23:53,1,0,0
"8",0,0,7,-2.900785,-79.009506667,NA,2015-10-21 13:23:53,-2.900785,-79.009506667,0,2015-10-21 13:23:54,1,0,0
"9",0,0,8,-2.900785,-79.009506667,NA,2015-10-21 13:23:54,-2.901636667,-79.009085,51.1687966419524,2015-10-21 13:23:55,1,51.1687966419524,184.207667911029
"10",0,0,9,-2.901636667,-79.009085,NA,2015-10-21 13:23:55,-2.901065,-79.009423333,39.7478177983503,2015-10-21 13:23:56,1,39.7478177983503,143.092144074061
"11",0,0,10,-2.901065,-79.009423333,NA,2015-10-21 13:23:56,-2.90098,-79.009481667,6.91848809106827,2015-10-21 13:23:57,1,6.91848809106827,24.9065571278458
"12",0,0,11,-2.90098,-79.009481667,NA,2015-10-21 13:23:57,-2.901021667,-79.009273333,23.3940805467024,2015-10-21 13:23:58,1,23.3940805467024,84.2186899681285
"13",0,0,12,-2.901021667,-79.009273333,NA,2015-10-21 13:23:58,-2.900953333,-79.00931,4.68739631830487,2015-10-21 13:23:59,1,4.68739631830487,16.8746267458975
"14",0,0,13,-2.900953333,-79.00931,NA,2015-10-21 13:23:59,-2.900891667,-79.009366667,6.80347654019281,2015-10-21 13:24:00,1,6.80347654019281,24.4925155446941
"15",0,0,14,-2.900891667,-79.009366667,NA,2015-10-21 13:24:00,-2.900856667,-79.009411667,4.51431035494759,2015-10-21 13:24:01,1,4.51431035494759,16.2515172778113
"16",0,0,15,-2.900856667,-79.009411667,NA,2015-10-21 13:24:01,-2.900856667,-79.009411667,0,2015-10-21 13:24:02,1,0,0
"17",0,0,16,-2.900856667,-79.009411667,NA,2015-10-21 13:24:02,-2.900856667,-79.009411667,0,2015-10-21 13:24:03,1,0,0
"18",0,0,17,-2.900856667,-79.009411667,NA,2015-10-21 13:24:03,-2.90196,-79.008663333,86.7094195993093,2015-10-21 13:24:04,1,86.7094195993093,312.153910557514
"19",0,0,18,-2.90196,-79.008663333,NA,2015-10-21 13:24:04,-2.901658333,-79.00924,64.8826706858012,2015-10-21 13:24:05,1,64.8826706858012,233.577614468884
"20",0,0,19,-2.901658333,-79.00924,NA,2015-10-21 13:24:05,-2.901496667,-79.009388333,17.0439394835151,2015-10-21 13:24:06,1,17.0439394835151,61.3581821406544
"21",0,0,20,-2.901496667,-79.009388333,NA,2015-10-21 13:24:06,-2.901378333,-79.009471667,9.25673742370227,2015-10-21 13:24:07,1,9.25673742370227,33.3242547253282
"22",0,0,21,-2.901378333,-79.009471667,NA,2015-10-21 13:24:07,-2.901378333,-79.009471667,0,2015-10-21 13:24:08,1,0,0
"23",0,0,22,-2.901378333,-79.009471667,NA,2015-10-21 13:24:08,-2.901378333,-79.009471667,0,2015-10-21 13:24:09,1,0,0
"24",0,0,23,-2.901378333,-79.009471667,NA,2015-10-21 13:24:09,-2.901378333,-79.009471667,0,2015-10-21 13:24:10,1,0,0
"25",0,0,24,-2.901378333,-79.009471667,NA,2015-10-21 13:24:10,-2.901378333,-79.009471667,0,2015-10-21 13:24:11,1,0,0
"26",0,0,25,-2.901378333,-79.009471667,NA,2015-10-21 13:24:11,-2.901378333,-79.009471667,0,2015-10-21 13:24:12,1,0,0
"27",0,0,26,-2.901378333,-79.009471667,NA,2015-10-21 13:24:12,-2.901378333,-79.009471667,0,2015-10-21 13:24:13,1,0,0
"28",0,0,27,-2.901378333,-79.009471667,NA,2015-10-21 13:24:13,-2.901378333,-79.009471667,0,2015-10-21 13:24:14,1,0,0
"29",0,0,28,-2.901378333,-79.009471667,NA,2015-10-21 13:24:14,-2.901378333,-79.009471667,0,2015-10-21 13:24:15,1,0,0
"30",0,0,29,-2.901378333,-79.009471667,NA,2015-10-21 13:24:15,-2.901378333,-79.009471667,0,2015-10-21 13:24:16,1,0,0
"31",0,0,30,-2.901378333,-79.009471667,NA,2015-10-21 13:24:16,-2.901378333,-79.009471667,0,2015-10-21 13:24:17,1,0,0
"32",0,0,31,-2.901378333,-79.009471667,NA,2015-10-21 13:24:17,-2.901378333,-79.009471667,0,2015-10-21 13:24:18,1,0,0
"33",0,0,32,-2.901378333,-79.009471667,NA,2015-10-21 13:24:18,-2.901378333,-79.009471667,0,2015-10-21 13:24:19,1,0,0
"34",0,0,33,-2.901378333,-79.009471667,NA,2015-10-21 13:24:19,-2.901378333,-79.009471667,0,2015-10-21 13:24:20,1,0,0
"35",0,0,34,-2.901378333,-79.009471667,NA,2015-10-21 13:24:20,-2.901378333,-79.009471667,0,2015-10-21 13:24:21,1,0,0
"36",0,0,35,-2.901378333,-79.009471667,NA,2015-10-21 13:24:21,-2.901378333,-79.009471667,0,2015-10-21 13:24:22,1,0,0
"37",0,0,36,-2.901378333,-79.009471667,NA,2015-10-21 13:24:22,-2.901378333,-79.009471667,0,2015-10-21 13:24:23,1,0,0
"38",0,0,37,-2.901378333,-79.009471667,NA,2015-10-21 13:24:23,-2.901378333,-79.009471667,0,2015-10-21 13:24:24,1,0,0
"39",0,0,38,-2.901378333,-79.009471667,NA,2015-10-21 13:24:24,-2.901378333,-79.009471667,0,2015-10-21 13:24:25,1,0,0
"40",0,0,39,-2.901378333,-79.009471667,NA,2015-10-21 13:24:25,-2.901378333,-79.009471667,0,2015-10-21 13:24:26,1,0,0
"41",0,0,40,-2.901378333,-79.009471667,NA,2015-10-21 13:24:26,-2.901378333,-79.009471667,0,2015-10-21 13:24:27,1,0,0
"42",0,0,41,-2.901378333,-79.009471667,NA,2015-10-21 13:24:27,-2.901378333,-79.009471667,0,2015-10-21 13:24:28,1,0,0
"43",0,0,42,-2.901378333,-79.009471667,NA,2015-10-21 13:24:28,-2.901378333,-79.009471667,0,2015-10-21 13:24:29,1,0,0
"44",0,0,43,-2.901378333,-79.009471667,NA,2015-10-21 13:24:29,-2.901378333,-79.009471667,0,2015-10-21 13:24:30,1,0,0
"45",0,0,44,-2.901378333,-79.009471667,NA,2015-10-21 13:24:30,-2.901378333,-79.009471667,0,2015-10-21 13:24:31,1,0,0
"46",0,0,45,-2.901378333,-79.009471667,NA,2015-10-21 13:24:31,-2.901378333,-79.009471667,0,2015-10-21 13:24:32,1,0,0
"47",0,0,46,-2.901378333,-79.009471667,NA,2015-10-21 13:24:32,-2.901378333,-79.009471667,0,2015-10-21 13:24:33,1,0,0
"48",0,0,47,-2.901378333,-79.009471667,NA,2015-10-21 13:24:33,-2.901378333,-79.009471667,0,2015-10-21 13:24:34,1,0,0
"49",0,0,48,-2.901378333,-79.009471667,NA,2015-10-21 13:24:34,-2.901378333,-79.009471667,0,2015-10-21 13:24:35,1,0,0
"50",0,0,49,-2.901378333,-79.009471667,NA,2015-10-21 13:24:35,-2.901378333,-79.009471667,0,2015-10-21 13:24:36,1,0,0
"51",0,0,50,-2.901378333,-79.009471667,NA,2015-10-21 13:24:36,-2.901378333,-79.009471667,0,2015-10-21 13:24:37,1,0,0
"52",0,0,51,-2.901378333,-79.009471667,NA,2015-10-21 13:24:37,-2.901378333,-79.009471667,0,2015-10-21 13:24:38,1,0,0
"53",0,0,52,-2.901378333,-79.009471667,NA,2015-10-21 13:24:38,-2.901378333,-79.009471667,0,2015-10-21 13:24:39,1,0,0
"54",0,0,53,-2.901378333,-79.009471667,NA,2015-10-21 13:24:39,-2.901378333,-79.009471667,0,2015-10-21 13:24:40,1,0,0
"55",0,0,54,-2.901378333,-79.009471667,NA,2015-10-21 13:24:40,-2.901378333,-79.009471667,0,2015-10-21 13:24:41,1,0,0
"56",0,0,55,-2.901378333,-79.009471667,NA,2015-10-21 13:24:41,-2.901378333,-79.009471667,0,2015-10-21 13:24:42,1,0,0
"57",0,0,56,-2.901378333,-79.009471667,NA,2015-10-21 13:24:42,-2.901378333,-79.009471667,0,2015-10-21 13:24:43,1,0,0
"58",0,0,57,-2.901378333,-79.009471667,NA,2015-10-21 13:24:43,-2.901378333,-79.009471667,0,2015-10-21 13:24:44,1,0,0
"59",0,0,58,-2.901378333,-79.009471667,NA,2015-10-21 13:24:44,-2.901378333,-79.009471667,0,2015-10-21 13:24:45,1,0,0
"60",0,0,59,-2.901378333,-79.009471667,NA,2015-10-21 13:24:45,-2.901378333,-79.009471667,0,2015-10-21 13:24:46,1,0,0
"61",0,0,60,-2.901378333,-79.009471667,NA,2015-10-21 13:24:46,-2.901378333,-79.009471667,0,2015-10-21 13:24:47,1,0,0
"62",0,0,61,-2.901378333,-79.009471667,NA,2015-10-21 13:24:47,-2.901378333,-79.009471667,0,2015-10-21 13:24:48,1,0,0
"63",0,0,62,-2.901378333,-79.009471667,NA,2015-10-21 13:24:48,-2.901378333,-79.009471667,0,2015-10-21 13:24:49,1,0,0
"64",0,0,63,-2.901378333,-79.009471667,NA,2015-10-21 13:24:49,-2.901378333,-79.009471667,0,2015-10-21 13:24:50,1,0,0
"65",0,0,64,-2.901378333,-79.009471667,NA,2015-10-21 13:24:50,-2.901378333,-79.009471667,0,2015-10-21 13:24:51,1,0,0
"66",0,0,65,-2.901378333,-79.009471667,NA,2015-10-21 13:24:51,-2.901378333,-79.009471667,0,2015-10-21 13:24:52,1,0,0
"67",0,0,66,-2.901378333,-79.009471667,NA,2015-10-21 13:24:52,-2.901378333,-79.009471667,0,2015-10-21 13:24:53,1,0,0
"68",0,0,67,-2.901378333,-79.009471667,NA,2015-10-21 13:24:53,-2.901378333,-79.009471667,0,2015-10-21 13:24:54,1,0,0
"69",0,0,68,-2.901378333,-79.009471667,NA,2015-10-21 13:24:54,-2.901378333,-79.009471667,0,2015-10-21 13:24:55,1,0,0
"70",0,0,69,-2.901378333,-79.009471667,NA,2015-10-21 13:24:55,-2.901378333,-79.009471667,0,2015-10-21 13:24:56,1,0,0
"71",0,0,70,-2.901378333,-79.009471667,NA,2015-10-21 13:24:56,-2.901378333,-79.009471667,0,2015-10-21 13:24:57,1,0,0
"72",0,0,71,-2.901378333,-79.009471667,NA,2015-10-21 13:24:57,-2.901378333,-79.009471667,0,2015-10-21 13:24:58,1,0,0
"73",0,0,72,-2.901378333,-79.009471667,NA,2015-10-21 13:24:58,-2.901378333,-79.009471667,0,2015-10-21 13:24:59,1,0,0
"74",0,0,73,-2.901378333,-79.009471667,NA,2015-10-21 13:24:59,-2.901378333,-79.009471667,0,2015-10-21 13:25:00,1,0,0
"75",0,0,74,-2.901378333,-79.009471667,NA,2015-10-21 13:25:00,-2.901378333,-79.009471667,0,2015-10-21 13:25:01,1,0,0
"76",0,0,75,-2.901378333,-79.009471667,NA,2015-10-21 13:25:01,-2.901378333,-79.009471667,0,2015-10-21 13:25:02,1,0,0
"77",0,0,76,-2.901378333,-79.009471667,NA,2015-10-21 13:25:02,-2.901378333,-79.009471667,0,2015-10-21 13:25:03,1,0,0
"78",0,0,77,-2.901378333,-79.009471667,NA,2015-10-21 13:25:03,-2.901378333,-79.009471667,0,2015-10-21 13:25:04,1,0,0
"79",0,0,78,-2.901378333,-79.009471667,NA,2015-10-21 13:25:04,-2.901378333,-79.009471667,0,2015-10-21 13:25:05,1,0,0
"80",0,0,79,-2.901378333,-79.009471667,NA,2015-10-21 13:25:05,-2.901378333,-79.009471667,0,2015-10-21 13:25:06,1,0,0
"81",0,0,80,-2.901378333,-79.009471667,NA,2015-10-21 13:25:06,-2.901378333,-79.009471667,0,2015-10-21 13:25:07,1,0,0
"82",0,0,81,-2.901378333,-79.009471667,NA,2015-10-21 13:25:07,-2.901378333,-79.009471667,0,2015-10-21 13:25:08,1,0,0
"83",0,0,82,-2.901378333,-79.009471667,NA,2015-10-21 13:25:08,-2.901378333,-79.009471667,0,2015-10-21 13:25:09,1,0,0
"84",0,0,83,-2.901378333,-79.009471667,NA,2015-10-21 13:25:09,-2.901378333,-79.009471667,0,2015-10-21 13:25:10,1,0,0
"85",0,0,84,-2.901378333,-79.009471667,NA,2015-10-21 13:25:10,-2.90291,-79.008751667,86.4939464205943,2015-10-21 13:25:11,1,86.4939464205943,311.378207114139
"86",0,0,85,-2.90291,-79.008751667,NA,2015-10-21 13:25:11,-2.901871667,-79.009291667,64.0221747930083,2015-10-21 13:25:12,1,64.0221747930083,230.47982925483
"87",0,0,86,-2.901871667,-79.009291667,NA,2015-10-21 13:25:12,-2.901821667,-79.009251667,4.57747684764182,2015-10-21 13:25:13,1,4.57747684764182,16.4789166515105
"88",0,0,87,-2.901821667,-79.009251667,NA,2015-10-21 13:25:13,-2.90203,-79.0089,39.211110321144,2015-10-21 13:25:14,1,39.211110321144,141.159997156118
"89",0,0,88,-2.90203,-79.0089,NA,2015-10-21 13:25:14,-2.902108333,-79.008758333,15.672406826961,2015-10-21 13:25:15,1,15.672406826961,56.4206645770594
"90",0,0,89,-2.902108333,-79.008758333,NA,2015-10-21 13:25:15,-2.90212,-79.008721667,4.46005750812442,2015-10-21 13:25:16,1,4.46005750812442,16.0562070292479
"91",0,0,90,-2.90212,-79.008721667,NA,2015-10-21 13:25:16,-2.902133333,-79.008696667,2.24342151703672,2015-10-21 13:25:17,1,2.24342151703672,8.07631746133221
"92",0,0,91,-2.902133333,-79.008696667,NA,2015-10-21 13:25:17,-2.902138333,-79.00868,2.22891750974802,2015-10-21 13:25:18,1,2.22891750974802,8.02410303509287
"93",0,0,92,-2.902138333,-79.00868,NA,2015-10-21 13:25:18,-2.902145,-79.008661667,2.23134141964746,2015-10-21 13:25:19,1,2.23134141964746,8.03282911073084
"94",0,0,93,-2.902145,-79.008661667,NA,2015-10-21 13:25:19,-2.902146667,-79.008653333,1.11400394031548,2015-10-21 13:25:20,1,1.11400394031548,4.01041418513571
"95",0,0,94,-2.902146667,-79.008653333,NA,2015-10-21 13:25:20,-2.902156667,-79.008631667,2.23648354064044,2015-10-21 13:25:21,1,2.23648354064044,8.05134074630557
"96",0,0,95,-2.902156667,-79.008631667,NA,2015-10-21 13:25:21,-2.902163333,-79.008613333,2.23002883176761,2015-10-21 13:25:22,1,2.23002883176761,8.02810379436339
"97",0,0,96,-2.902163333,-79.008613333,NA,2015-10-21 13:25:22,-2.902168333,-79.008598333,1.11824180185066,2015-10-21 13:25:23,1,1.11824180185066,4.02567048666237
"98",0,0,97,-2.902168333,-79.008598333,NA,2015-10-21 13:25:23,-2.902168333,-79.008586667,1.11319490932483,2015-10-21 13:25:24,1,1.11319490932483,4.00750167356938
"99",0,0,98,-2.902168333,-79.008586667,NA,2015-10-21 13:25:24,-2.90217,-79.008575,2.22679444671693,2015-10-21 13:25:25,1,2.22679444671693,8.01646000818094
"100",0,0,99,-2.90217,-79.008575,NA,2015-10-21 13:25:25,-2.902175,-79.008561667,1.11824183805053,2015-10-21 13:25:26,1,1.11824183805053,4.02567061698191
"101",0,0,100,-2.902175,-79.008561667,NA,2015-10-21 13:25:26,-2.902168333,-79.008555,0.14857104063589,2015-10-21 13:25:27,1,0.14857104063589,0.534855746289204
"102",0,0,101,-2.902168333,-79.008555,NA,2015-10-21 13:25:27,-2.902163333,-79.008555,0.10612217188519,2015-10-21 13:25:28,1,0.10612217188519,0.382039818786682
"103",0,0,102,-2.902163333,-79.008555,NA,2015-10-21 13:25:28,-2.902176667,-79.008548333,1.15217029933831,2015-10-21 13:25:29,1,1.15217029933831,4.14781307761793
"104",0,0,103,-2.902176667,-79.008548333,NA,2015-10-21 13:25:29,-2.902181667,-79.008546667,0.106122267230842,2015-10-21 13:25:30,1,0.106122267230842,0.382040162031031
"105",0,0,104,-2.902181667,-79.008546667,NA,2015-10-21 13:25:30,-2.902181667,-79.008548333,0,2015-10-21 13:25:31,1,0,0
"106",0,0,105,-2.902181667,-79.008548333,NA,2015-10-21 13:25:31,-2.902178333,-79.00855,0.084897813782986,2015-10-21 13:25:32,1,0.084897813782986,0.30563212961875
"107",0,0,106,-2.902178333,-79.00855,NA,2015-10-21 13:25:32,-2.902175,-79.008555,1.11501443769301,2015-10-21 13:25:33,1,1.11501443769301,4.01405197569482
"108",0,0,107,-2.902175,-79.008555,NA,2015-10-21 13:25:33,-2.902173333,-79.00856,0.0424488687591387,2015-10-21 13:25:34,1,0.0424488687591387,0.152815927532899
"109",0,0,108,-2.902173333,-79.00856,NA,2015-10-21 13:25:34,-2.902171667,-79.008563333,0.0212244343669121,2015-10-21 13:25:35,1,0.0212244343669121,0.0764079637208835
"110",0,0,109,-2.902171667,-79.008563333,NA,2015-10-21 13:25:35,-2.90217,-79.008563333,0.0424488687591387,2015-10-21 13:25:36,1,0.0424488687591387,0.152815927532899
"111",0,0,110,-2.90217,-79.008563333,NA,2015-10-21 13:25:36,-2.902178333,-79.008558333,0.16979547501124,2015-10-21 13:25:37,1,0.16979547501124,0.611263710040465
"112",0,0,111,-2.902178333,-79.008558333,NA,2015-10-21 13:25:37,-2.902185,-79.008556667,0.148571040627452,2015-10-21 13:25:38,1,0.148571040627452,0.534855746258827
"113",0,0,112,-2.902185,-79.008556667,NA,2015-10-21 13:25:38,-2.902186667,-79.008556667,0.0424488687507006,2015-10-21 13:25:39,1,0.0424488687507006,0.152815927502522
"114",0,0,113,-2.902186667,-79.008556667,NA,2015-10-21 13:25:39,-2.902186667,-79.00856,0,2015-10-21 13:25:40,1,0,0
"115",0,0,114,-2.902186667,-79.00856,NA,2015-10-21 13:25:40,-2.902188333,-79.008556667,0.0212244343837885,2015-10-21 13:25:41,1,0.0212244343837885,0.0764079637816385
"116",0,0,115,-2.902188333,-79.008556667,NA,2015-10-21 13:25:41,-2.902193333,-79.008555,0.106122171876751,2015-10-21 13:25:42,1,0.106122171876751,0.382039818756305
"117",0,0,116,-2.902193333,-79.008555,NA,2015-10-21 13:25:42,-2.902188333,-79.008561667,0.106122171876751,2015-10-21 13:25:43,1,0.106122171876751,0.382039818756305
"118",0,0,117,-2.902188333,-79.008561667,NA,2015-10-21 13:25:43,-2.902186667,-79.008566667,1.11339722453783,2015-10-21 13:25:44,1,1.11339722453783,4.00823000833618
"119",0,0,118,-2.902186667,-79.008566667,NA,2015-10-21 13:25:44,-2.902185,-79.008571667,0.0424488306056877,2015-10-21 13:25:45,1,0.0424488306056877,0.152815790180476
"120",0,0,119,-2.902185,-79.008571667,NA,2015-10-21 13:25:45,-2.902183333,-79.008573333,0.0424488306056877,2015-10-21 13:25:46,1,0.0424488306056877,0.152815790180476
"121",0,0,120,-2.902183333,-79.008573333,NA,2015-10-21 13:25:46,-2.902185,-79.008576667,1.11400395038967,2015-10-21 13:25:47,1,1.11400395038967,4.01041422140282
"122",0,0,121,-2.902185,-79.008576667,NA,2015-10-21 13:25:47,-2.902186667,-79.008576667,0.0424487924606737,2015-10-21 13:25:48,1,0.0424487924606737,0.152815652858425
"123",0,0,122,-2.902186667,-79.008576667,NA,2015-10-21 13:25:48,-2.902188333,-79.00858,0.021224396238775,2015-10-21 13:25:49,1,0.021224396238775,0.07640782645959
"124",0,0,123,-2.902188333,-79.00858,NA,2015-10-21 13:25:49,-2.902186667,-79.008585,0.021224396238775,2015-10-21 13:25:50,1,0.021224396238775,0.07640782645959
"125",0,0,124,-2.902186667,-79.008585,NA,2015-10-21 13:25:50,-2.902186667,-79.008588333,1.11319490826265,2015-10-21 13:25:51,1,1.11319490826265,4.00750166974555
"126",0,0,125,-2.902186667,-79.008588333,NA,2015-10-21 13:25:51,-2.902188333,-79.00859,0.0212243771662673,2015-10-21 13:25:52,1,0.0212243771662673,0.0764077577985622
"127",0,0,126,-2.902188333,-79.00859,NA,2015-10-21 13:25:52,-2.90219,-79.008593333,0.0424487543072201,2015-10-21 13:25:53,1,0.0424487543072201,0.152815515505992
"128",0,0,127,-2.90219,-79.008593333,NA,2015-10-21 13:25:53,-2.90219,-79.008595,0,2015-10-21 13:25:54,1,0,0
"129",0,0,128,-2.90219,-79.008595,NA,2015-10-21 13:25:54,-2.902188333,-79.008595,0.0424487543072201,2015-10-21 13:25:55,1,0.0424487543072201,0.152815515505992
"130",0,0,129,-2.902188333,-79.008595,NA,2015-10-21 13:25:55,-2.90219,-79.008596667,1.11400395031275,2015-10-21 13:25:56,1,1.11400395031275,4.01041422112589
"131",0,0,130,-2.90219,-79.008596667,NA,2015-10-21 13:25:56,-2.90219,-79.008596667,0,2015-10-21 13:25:57,1,0,0
"132",0,0,131,-2.90219,-79.008596667,NA,2015-10-21 13:25:57,-2.90219,-79.008596667,0,2015-10-21 13:25:58,1,0,0
"133",0,0,132,-2.90219,-79.008596667,NA,2015-10-21 13:25:58,-2.902188333,-79.008595,1.11400395027445,2015-10-21 13:25:59,1,1.11400395027445,4.01041422098801
"134",0,0,133,-2.902188333,-79.008595,NA,2015-10-21 13:25:59,-2.902186667,-79.008593333,0.0212243771662673,2015-10-21 13:26:00,1,0.0212243771662673,0.0764077577985622
"135",0,0,134,-2.902186667,-79.008593333,NA,2015-10-21 13:26:00,-2.902186667,-79.008591667,0,2015-10-21 13:26:01,1,0,0
"136",0,0,135,-2.902186667,-79.008591667,NA,2015-10-21 13:26:01,-2.902185,-79.00859,0.0424487543156582,2015-10-21 13:26:02,1,0.0424487543156582,0.15281551553637
"137",0,0,136,-2.902185,-79.00859,NA,2015-10-21 13:26:02,-2.902183333,-79.008588333,0.0424487543156582,2015-10-21 13:26:03,1,0.0424487543156582,0.15281551553637
"138",0,0,137,-2.902183333,-79.008588333,NA,2015-10-21 13:26:03,-2.902183333,-79.008578333,1.11319490826265,2015-10-21 13:26:04,1,1.11319490826265,4.00750166974555
"139",0,0,138,-2.902183333,-79.008578333,NA,2015-10-21 13:26:04,-2.902185,-79.008578333,0.0424487924606737,2015-10-21 13:26:05,1,0.0424487924606737,0.152815652858425
"140",0,0,139,-2.902185,-79.008578333,NA,2015-10-21 13:26:05,-2.902185,-79.008578333,0,2015-10-21 13:26:06,1,0,0
"141",0,0,140,-2.902185,-79.008578333,NA,2015-10-21 13:26:06,-2.902185,-79.008578333,0,2015-10-21 13:26:07,1,0,0
"142",0,0,141,-2.902185,-79.008578333,NA,2015-10-21 13:26:07,-2.902185,-79.008578333,0,2015-10-21 13:26:08,1,0,0
"143",0,0,142,-2.902185,-79.008578333,NA,2015-10-21 13:26:08,-2.902185,-79.008576667,0,2015-10-21 13:26:09,1,0,0
"144",0,0,143,-2.902185,-79.008576667,NA,2015-10-21 13:26:09,-2.902185,-79.008575,1.11319490649237,2015-10-21 13:26:10,1,1.11319490649237,4.00750166337252
"145",0,0,144,-2.902185,-79.008575,NA,2015-10-21 13:26:10,-2.902188333,-79.008576667,1.11501442974471,2015-10-21 13:26:11,1,1.11501442974471,4.01405194708097
"146",0,0,145,-2.902188333,-79.008576667,NA,2015-10-21 13:26:11,-2.902191667,-79.008576667,0.0848975849129091,2015-10-21 13:26:12,1,0.0848975849129091,0.305631305686473
"147",0,0,146,-2.902191667,-79.008576667,NA,2015-10-21 13:26:12,-2.902193333,-79.008576667,0.021224396238775,2015-10-21 13:26:13,1,0.021224396238775,0.07640782645959
"148",0,0,147,-2.902193333,-79.008576667,NA,2015-10-21 13:26:13,-2.902198333,-79.008578333,0.106121981143246,2015-10-21 13:26:14,1,0.106121981143246,0.382039132115685
"149",0,0,148,-2.902198333,-79.008578333,NA,2015-10-21 13:26:14,-2.902198333,-79.008576667,0,2015-10-21 13:26:15,1,0,0
"150",0,0,149,-2.902198333,-79.008576667,NA,2015-10-21 13:26:15,-2.902198333,-79.008576667,0,2015-10-21 13:26:16,1,0,0
"151",0,0,150,-2.902198333,-79.008576667,NA,2015-10-21 13:26:16,-2.902196667,-79.008575,1.11339722257138,2015-10-21 13:26:17,1,1.11339722257138,4.00823000125697
"152",0,0,151,-2.902196667,-79.008575,NA,2015-10-21 13:26:17,-2.902195,-79.008575,0.0424488306141259,2015-10-21 13:26:18,1,0.0424488306141259,0.152815790210853
"153",0,0,152,-2.902195,-79.008575,NA,2015-10-21 13:26:18,-2.902193333,-79.008576667,1.11400395038935,2015-10-21 13:26:19,1,1.11400395038935,4.01041422140166
"154",0,0,153,-2.902193333,-79.008576667,NA,2015-10-21 13:26:19,-2.902191667,-79.008576667,0.021224396238775,2015-10-21 13:26:20,1,0.021224396238775,0.07640782645959
"155",0,0,154,-2.902191667,-79.008576667,NA,2015-10-21 13:26:20,-2.90219,-79.008578333,0.0424487924606737,2015-10-21 13:26:21,1,0.0424487924606737,0.152815652858425
"156",0,0,155,-2.90219,-79.008578333,NA,2015-10-21 13:26:21,-2.902188333,-79.008578333,0.0424487924522355,2015-10-21 13:26:22,1,0.0424487924522355,0.152815652828048
"157",0,0,156,-2.902188333,-79.008578333,NA,2015-10-21 13:26:22,-2.902188333,-79.008578333,0,2015-10-21 13:26:23,1,0,0
"158",0,0,157,-2.902188333,-79.008578333,NA,2015-10-21 13:26:23,-2.902188333,-79.008578333,0,2015-10-21 13:26:24,1,0,0
"159",0,0,158,-2.902188333,-79.008578333,NA,2015-10-21 13:26:24,-2.902186667,-79.008576667,0.021224396238775,2015-10-21 13:26:25,1,0.021224396238775,0.07640782645959
"160",0,0,159,-2.902186667,-79.008576667,NA,2015-10-21 13:26:25,-2.902186667,-79.008576667,0,2015-10-21 13:26:26,1,0,0
"161",0,0,160,-2.902186667,-79.008576667,NA,2015-10-21 13:26:26,-2.902186667,-79.008578333,0,2015-10-21 13:26:27,1,0,0
"162",0,0,161,-2.902186667,-79.008578333,NA,2015-10-21 13:26:27,-2.902186667,-79.008578333,0,2015-10-21 13:26:28,1,0,0
"163",0,0,162,-2.902186667,-79.008578333,NA,2015-10-21 13:26:28,-2.902186667,-79.008578333,0,2015-10-21 13:26:29,1,0,0
"164",0,0,163,-2.902186667,-79.008578333,NA,2015-10-21 13:26:29,-2.902186667,-79.008578333,0,2015-10-21 13:26:30,1,0,0
"165",0,0,164,-2.902186667,-79.008578333,NA,2015-10-21 13:26:30,-2.902186667,-79.008578333,0,2015-10-21 13:26:31,1,0,0
"166",0,0,165,-2.902186667,-79.008578333,NA,2015-10-21 13:26:31,-2.902186667,-79.008578333,0,2015-10-21 13:26:32,1,0,0
"167",0,0,166,-2.902186667,-79.008578333,NA,2015-10-21 13:26:32,-2.902186667,-79.00858,0,2015-10-21 13:26:33,1,0,0
"168",0,0,167,-2.902186667,-79.00858,NA,2015-10-21 13:26:33,-2.902186667,-79.00858,0,2015-10-21 13:26:34,1,0,0
"169",0,0,168,-2.902186667,-79.00858,NA,2015-10-21 13:26:34,-2.902188333,-79.00858,0.021224396238775,2015-10-21 13:26:35,1,0.021224396238775,0.07640782645959
"170",0,0,169,-2.902188333,-79.00858,NA,2015-10-21 13:26:35,-2.902188333,-79.00858,0,2015-10-21 13:26:36,1,0,0
